id,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonRemarks,language
gbif.org/species/4179448,gbif.org/species/4179448,Cinnamomum triplinerve,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,triplinerve,,Especie,(Ruiz & Pav.) Kosterm.,,es
gbif.org/species/2802026,gbif.org/species/2802026,Cischweinfia platychila,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Cischweinfia,platychila,,Especie,Garay,,es
gbif.org/species/3830581,gbif.org/species/3830581,Cissampelos andromorpha,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,andromorpha,,Especie,DC.,,es
gbif.org/species/3829943,gbif.org/species/3829943,Cissampelos grandifolia,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,grandifolia,,Especie,Triana & Planch.,,es
gbif.org/species/7268638,gbif.org/species/7268638,Cissampelos ovalifolia,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,ovalifolia,,Especie,DC.,,es
gbif.org/species/3033937,gbif.org/species/3033937,Cissampelos pareira,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,pareira,,Especie,L.,,es
gbif.org/species/7268762,gbif.org/species/7268762,Cissampelos tropaeolifolia,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,tropaeolifolia,,Especie,DC.,,es
gbif.org/species/7760485,gbif.org/species/7760485,Cissus alata,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,alata,,Especie,Jacq.,,es
gbif.org/species/4055300,gbif.org/species/4055300,Cissus colombiensis,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,colombiensis,,Especie,Lombardi,,es
gbif.org/species/3039162,gbif.org/species/3039162,Cissus erosa,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,erosa,,Especie,Rich.,,es
gbif.org/species/4055001,gbif.org/species/4055001,Cissus microcarpa,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,microcarpa,,Especie,Vahl,,es
gbif.org/species/4054607,gbif.org/species/4054607,Cissus novogranatensis,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,novogranatensis,,Especie,(Moldenke) Suess.,,es
gbif.org/species/4054081,gbif.org/species/4054081,Cissus ulmifolia,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,ulmifolia,,Especie,Planch.,,es
gbif.org/species/3039173,gbif.org/species/3039173,Cissus verticillata,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,verticillata,,Especie,(L.) Nicolson & C.E. Jarvis,,es
gbif.org/species/4083685,gbif.org/species/4083685,Citharexylum mirifolium,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Citharexylum,mirifolium,,Especie,Moldenke,,es
gbif.org/species/7297741,gbif.org/species/7297741,Citharexylum montanum,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Citharexylum,montanum,,Especie,Moldenke,,es
gbif.org/species/7297664,gbif.org/species/7297664,Citharexylum poeppigii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Citharexylum,poeppigii,,Especie,Walp.,Cultivada,es
gbif.org/species/7297463,gbif.org/species/7297463,Citharexylum sulcatum,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Citharexylum,sulcatum,,Especie,Moldenke,Cultivada,es
gbif.org/species/3597099,gbif.org/species/3597099,Citronella incarum,Plantae,Magnoliophyta,Magnoliopsida,Aquifoliales,Cardiopteridaceae,Citronella,incarum,,Especie,(J.F. Macbr.) R.A. Howard,,es
gbif.org/species/3190171,gbif.org/species/3190171,Citrus limon,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,limon,,Especie,(L.) Burm. f.,,es
gbif.org/species/8077391,gbif.org/species/8077391,Citrus aurantium,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,aurantium,,Especie,L.,,es
gbif.org/species/3585483,gbif.org/species/3585483,Clavija grandis,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,grandis,,Especie,Decne.,,es
gbif.org/species/3033592,gbif.org/species/3033592,Clematis dioica,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,dioica,,Especie,L.,,es
gbif.org/species/3871537,gbif.org/species/3871537,Cleome anomala,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Cleomaceae,Cleome,anomala,,Especie,Kunth,,es
gbif.org/species/7330819,gbif.org/species/7330819,Clethra fagifolia,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,fagifolia,,Especie,Kunth,,es
gbif.org/species/3718172,gbif.org/species/3718172,Clethra fimbriata,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,fimbriata,,Especie,Kunth,,es
gbif.org/species/3718266,gbif.org/species/3718266,Clethra mexicana,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,mexicana,,Especie,DC.,,es
gbif.org/species/3718129,gbif.org/species/3718129,Clethra ovalifolia,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,ovalifolia,,Especie,Turcz.,,es
gbif.org/species/8240421,gbif.org/species/8240421,Clethra revoluta,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,revoluta,,Especie,(Ruiz & Pav.) Spreng.,,es
gbif.org/species/3718157,gbif.org/species/3718157,Clethra rugosa,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,rugosa,,Especie,Steyerm.,,es
gbif.org/species/3104790,gbif.org/species/3104790,Clibadium eggersii,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,eggersii,,Especie,Hieron.,,es
gbif.org/species/3104745,gbif.org/species/3104745,Clibadium grandifolium,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,grandifolium,,Especie,S.F. Blake,,es
gbif.org/species/3104771,gbif.org/species/3104771,Clibadium surinamense,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,surinamense,,Especie,L.,,es
gbif.org/species/3867546,gbif.org/species/3867546,Clidemia anoriensis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,anoriensis,,Especie,L. Uribe,,es
gbif.org/species/3866721,gbif.org/species/3866721,Clidemia capitellata,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,capitellata,,Especie,D. Don,,es
gbif.org/species/3866487,gbif.org/species/3866487,Clidemia ciliata,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,ciliata,,Especie,D. Don,,es
gbif.org/species/3866136,gbif.org/species/3866136,Clidemia crenulata,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,crenulata,,Especie,Gleason,,es
gbif.org/species/3865724,gbif.org/species/3865724,Clidemia dentata,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,dentata,,Especie,D. Don,,es
gbif.org/species/3865595,gbif.org/species/3865595,Clidemia discolor,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,discolor,,Especie,Cogn.,,es
gbif.org/species/3188642,gbif.org/species/3188642,Clidemia hirta,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,hirta,,Especie,D. Don,,es
gbif.org/species/3863353,gbif.org/species/3863353,Clidemia novemnervia,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,novemnervia,,Especie,Triana,,es
gbif.org/species/3863267,gbif.org/species/3863267,Clidemia octona,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,octona,,Especie,(Bonpl.) L.O. Williams,,es
gbif.org/species/3862152,gbif.org/species/3862152,Clidemia rubra,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,rubra,,Especie,(Aubl.) Mart.,,es
gbif.org/species/3861870,gbif.org/species/3861870,Clidemia septuplinervia,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,septuplinervia,,Especie,Cogn.,,es
gbif.org/species/3861850,gbif.org/species/3861850,Clidemia sericea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,sericea,,Especie,D. Don,,es
gbif.org/species/3861792,gbif.org/species/3861792,Clidemia sessiliflora,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,sessiliflora,,Especie,Cogn.,,es
gbif.org/species/3861196,gbif.org/species/3861196,Clidemia tococoidea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,tococoidea,,Especie,Gleason,,es
gbif.org/species/3860848,gbif.org/species/3860848,Clidemia uribei,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,uribei,,Especie,Wurdack,,es
gbif.org/species/2946562,gbif.org/species/2946562,Clitoria arborescens,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,arborescens,,Especie,R. Br.,,es
gbif.org/species/2946701,gbif.org/species/2946701,Clitoria guianensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,guianensis,,Especie,Benth.,,es
gbif.org/species/5555683,gbif.org/species/5555683,Clusia alata,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,alata,,Especie,Planch. & Triana,,es
gbif.org/species/7329947,gbif.org/species/7329947,Clusia articulata,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,articulata,,Especie,Vesque,,es
gbif.org/species/5555644,gbif.org/species/5555644,Clusia brachycarpa,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,brachycarpa,,Especie,Cuatrec.,,es
gbif.org/species/5555586,gbif.org/species/5555586,Clusia colombiana,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,colombiana,,Especie,Pipoly,,es
gbif.org/species/7329886,gbif.org/species/7329886,Clusia columnaris,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,columnaris,,Especie,Engl.,,es
gbif.org/species/5555525,gbif.org/species/5555525,Clusia cuneifolia,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,cuneifolia,,Especie,Cuatrec.,,es
gbif.org/species/5556578,gbif.org/species/5556578,Clusia diguensis,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,diguensis,,Especie,Cuatrec.,,es
gbif.org/species/5556569,gbif.org/species/5556569,Clusia dixonii,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,dixonii,,Especie,Little,,es
gbif.org/species/5556546,gbif.org/species/5556546,Clusia elliptica,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,elliptica,,Especie,Kunth,,es
gbif.org/species/5556543,gbif.org/species/5556543,Clusia ellipticifolia,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,ellipticifolia,,Especie,Cuatrec.,,es
gbif.org/species/5556518,gbif.org/species/5556518,Clusia eugenioides,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,eugenioides,,Especie,Planch. & Linden ex Planch. & Triana,,es
gbif.org/species/5556447,gbif.org/species/5556447,Clusia grandiflora,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,grandiflora,,Especie,Splitg.,,es
gbif.org/species/5556382,gbif.org/species/5556382,Clusia inesiana,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,inesiana,,Especie,Cuatrec.,,es
gbif.org/species/5556290,gbif.org/species/5556290,Clusia mamillata,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,mamillata,,Especie,Cuatrec.,,es
gbif.org/species/7330264,gbif.org/species/7330264,Clusia multiflora,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,multiflora,,Especie,Kunth,,es
gbif.org/species/5556190,gbif.org/species/5556190,Clusia obovata,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,obovata,,Especie,(Spruce ex Planch. & Triana) Pipoly,,es
gbif.org/species/5556187,gbif.org/species/5556187,Clusia octandra,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,octandra,,Especie,(Poepp.) Pipoly,,es
gbif.org/species/5556184,gbif.org/species/5556184,Clusia octopetala,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,octopetala,,Especie,Cuatrec.,,es
gbif.org/species/5556169,gbif.org/species/5556169,Clusia orthoneura,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,orthoneura,,Especie,Standl.,,es
gbif.org/species/5421054,gbif.org/species/5421054,Clusia palmicida,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,palmicida,,Especie,Rich. ex Planch. & Triana,,es
gbif.org/species/7330134,gbif.org/species/7330134,Clusia salvinii,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,salvinii,,Especie,Donn. Sm.,,es
gbif.org/species/7330125,gbif.org/species/7330125,Clusia schomburgkiana,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,schomburgkiana,,Especie,Benth. ex Engl.,Cultivada,es
gbif.org/species/5555958,gbif.org/species/5555958,Clusia spathulifolia,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,spathulifolia,,Especie,Engl.,,es
gbif.org/species/5555940,gbif.org/species/5555940,Clusia stenophylla,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,stenophylla,,Especie,Standl.,,es
gbif.org/species/4204358,gbif.org/species/4204358,Cobaea scandens,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Polemoniaceae,Cobaea,scandens,,Especie,Cav.,,es
gbif.org/species/2906875,gbif.org/species/2906875,Coccocypselum hirsutum,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Coccocypselum,hirsutum,,Especie,Bartl. ex DC.,,es
gbif.org/species/2906930,gbif.org/species/2906930,Coccocypselum lanceolatum,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Coccocypselum,lanceolatum,,Especie,Pers.,,es
gbif.org/species/4033276,gbif.org/species/4033276,Coccoloba coronata,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,coronata,,Especie,Jacq.,,es
gbif.org/species/7291174,gbif.org/species/7291174,Coccoloba excelsa,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,excelsa,,Especie,Benth.,Cultivada,es
gbif.org/species/4037525,gbif.org/species/4037525,Coccoloba mollis,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,mollis,,Especie,Casar.,Cultivada,es
gbif.org/species/3824299,gbif.org/species/3824299,Codonanthe crassifolia,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Codonanthe,crassifolia,,Especie,(Focke) C.V. Morton,Cultivada,es
gbif.org/species/2895345,gbif.org/species/2895345,Coffea arabica,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,arabica,,Especie,L.,,es
gbif.org/species/5594432,gbif.org/species/5594432,Coleonema album,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Coleonema,album,,Especie,Bartl. & H.L. Wendl.,,es
gbif.org/species/5330776,gbif.org/species/5330776,Colocasia esculenta,Plantae,Magnoliophyta,Liliopsida,Alismatales,Araceae,Colocasia,esculenta,,Especie,(L.) Schott,,es
gbif.org/species/5591408,gbif.org/species/5591408,Columnea anisophylla,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,anisophylla,,Especie,DC.,,es
gbif.org/species/5591259,gbif.org/species/5591259,Columnea bilabiata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,bilabiata,,Especie,Seem.,,es
gbif.org/species/5590490,gbif.org/species/5590490,Columnea dimidiata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,dimidiata,,Especie,(Benth.) Kuntze,,es
gbif.org/species/5589344,gbif.org/species/5589344,Columnea nicaraguensis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,nicaraguensis,,Especie,Oerst.,,es
gbif.org/species/6365076,gbif.org/species/6365076,Columnea sanguinea,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,sanguinea,,Especie,Hanst.,,es
gbif.org/species/5592147,gbif.org/species/5592147,Columnea serrata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,serrata,,Especie,(Oerst.) Hanst.,,es
gbif.org/species/5592044,gbif.org/species/5592044,Columnea strigosa,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,strigosa,,Especie,Benth.,,es
gbif.org/species/2764202,gbif.org/species/2764202,Commelina diffusa,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,diffusa,,Especie,Burm.f.,,es
gbif.org/species/2764389,gbif.org/species/2764389,Commelina erecta,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,erecta,,Especie,L.,,es
gbif.org/species/2764337,gbif.org/species/2764337,Commelina obliqua,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,obliqua,,Especie,Vahl,,es
gbif.org/species/2763970,gbif.org/species/2763970,Commelina rufipes,Plantae,Magnoliophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,rufipes,,Especie,Seub.,,es
gbif.org/species/3086299,gbif.org/species/3086299,Commicarpus scandens,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Commicarpus,scandens,,Especie,(L.) Standl.,,es
gbif.org/species/3700775,gbif.org/species/3700775,Commicarpus tuberosus,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Commicarpus,tuberosus,,Especie,Standl.,,es
gbif.org/species/2796000,gbif.org/species/2796000,Comparettia falcata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Comparettia,falcata,,Especie,Poepp. & Endl.,,es
gbif.org/species/2796010,gbif.org/species/2796010,Comparettia macroplectron,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Comparettia,macroplectron,,Especie,Rchb.f. & Triana,,es
gbif.org/species/3074937,gbif.org/species/3074937,Conceveiba pleiostemona,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Conceveiba,pleiostemona,,Especie,Donn. Sm.,,es
gbif.org/species/5602823,gbif.org/species/5602823,Condalia thomasiana,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,thomasiana,,Especie,Fern. Alonso,,es
gbif.org/species/3091748,gbif.org/species/3091748,Condylidium cuatrecasasii,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Condylidium,cuatrecasasii,,Especie,R.M. King & H. Rob.,,es
gbif.org/species/3091749,gbif.org/species/3091749,Condylidium iresinoides,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Condylidium,iresinoides,,Especie,(Kunth) R.M. King & H. Rob.,,es
gbif.org/species/3110313,gbif.org/species/3110313,Condylopodium hyalinifolium,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Condylopodium,hyalinifolium,,Especie,S. Díaz & G.P. Méndez,,es
gbif.org/species/3034807,gbif.org/species/3034807,Conium maculatum,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Conium,maculatum,,Especie,L.,,es
gbif.org/species/7883171,gbif.org/species/7883171,Connarus lambertii,Plantae,Magnoliophyta,Magnoliopsida,Oxalidales,Connaraceae,Connarus,lambertii,,Especie,(DC.) Sagot,,es
gbif.org/species/3098250,gbif.org/species/3098250,Conocliniopsis prasiifolia,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Conocliniopsis,prasiifolia,,Especie,(DC.) R.M. King & H. Rob.,,es
gbif.org/species/3859772,gbif.org/species/3859772,Conostegia cinnamomea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Conostegia,cinnamomea,,Especie,(Beurl.) Wurdack,,es
gbif.org/species/7604183,gbif.org/species/7604183,Conostegia montana,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Conostegia,montana,,Especie,D. Don,,es
gbif.org/species/8190247,gbif.org/species/8190247,Conostegia superba,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Conostegia,superba,,Especie,D. Don,,es
gbif.org/species/3858743,gbif.org/species/3858743,Conostegia tenuifolia,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Conostegia,tenuifolia,,Especie,Donn. Sm.,,es
gbif.org/species/7649215,gbif.org/species/7649215,Cordia alliodora,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,alliodora,,Especie,(Ruiz & Pav.) Oken,,es
gbif.org/species/5341261,gbif.org/species/5341261,Cordia collococca,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,collococca,,Especie,L.,,es
gbif.org/species/5662518,gbif.org/species/5662518,Cordia colombiana,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,colombiana,,Especie,Killip,,es
gbif.org/species/5662479,gbif.org/species/5662479,Cordia crassifolia,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,crassifolia,,Especie,Killip,,es
gbif.org/species/8794246,gbif.org/species/8794246,Cordia curassavica,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,curassavica,,Especie,Vahl,,es
gbif.org/species/9072238,gbif.org/species/9072238,Cordia divaricata,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,divaricata,,Especie,Humb. & al.,,es
gbif.org/species/5662378,gbif.org/species/5662378,Cordia dwyeri,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,dwyeri,,Especie,Nowicke,,es
gbif.org/species/5662251,gbif.org/species/5662251,Cordia fuertesii,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,fuertesii,,Especie,J. Estrada Sánchez,,es
gbif.org/species/7528001,gbif.org/species/7528001,Cordia heterophylla,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,heterophylla,,Especie,Roem. & Schult.,,es
gbif.org/species/5661756,gbif.org/species/5661756,Cordia lanata,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,lanata,,Especie,Kunth,,es
gbif.org/species/7295069,gbif.org/species/7295069,Cordia nodosa,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,nodosa,,Especie,Lam.,,es
gbif.org/species/5337379,gbif.org/species/5337379,Cordiera myrciifolia,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Cordiera,myrciifolia,,Especie,(K. Schum.) C.H. Perss. & Delprete,,es
gbif.org/species/3034871,gbif.org/species/3034871,Coriandrum sativum,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,sativum,,Especie,L.,,es
gbif.org/species/3663553,gbif.org/species/3663553,Cornus peruviana,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,peruviana,,Especie,J.F. Macbr.,,es
gbif.org/species/2925663,gbif.org/species/2925663,Cornutia pyramidata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Cornutia,pyramidata,,Especie,L.,,es
gbif.org/species/4153203,gbif.org/species/4153203,Cortaderia bifida,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,bifida,,Especie,Pilg.,,es
gbif.org/species/4153239,gbif.org/species/4153239,Cortaderia columbiana,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,columbiana,,Especie,Pilg.,,es
gbif.org/species/4153282,gbif.org/species/4153282,Cortaderia hapalotricha,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,hapalotricha,,Especie,(Pilg.) Conert,,es
gbif.org/species/2704521,gbif.org/species/2704521,Cortaderia jubata,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,jubata,,Especie,Stapf,,es
gbif.org/species/4148794,gbif.org/species/4148794,Cortaderia nitida,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,nitida,,Especie,Pilg.,,es
gbif.org/species/4148715,gbif.org/species/4148715,Cortaderia pungens,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,pungens,,Especie,Swallen,,es
gbif.org/species/4145030,gbif.org/species/4145030,Cortaderia sericantha,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cortaderia,sericantha,,Especie,Hitchcock,,es
gbif.org/species/7309807,gbif.org/species/7309807,Corynaea crassa,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Balanophoraceae,Corynaea,crassa,,Especie,Hook.f.,,es
gbif.org/species/3821738,gbif.org/species/3821738,Corytoplectus congestus,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Corytoplectus,congestus,,Especie,(Lind. ex Hianst.) Wiehler,,es
gbif.org/species/3821611,gbif.org/species/3821611,Corytoplectus schlimii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Corytoplectus,schlimii,,Especie,(Planch. & Linden) Wiehler,,es
gbif.org/species/3821580,gbif.org/species/3821580,Corytoplectus zamorensis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Corytoplectus,zamorensis,,Especie,(Linden & André) Rodr.-Flores & L.E. Skog,,es
gbif.org/species/5334638,gbif.org/species/5334638,Cosmibuena grandiflora,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Cosmibuena,grandiflora,,Especie,Rusby,,es
gbif.org/species/2756856,gbif.org/species/2756856,Costus comosus,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Costaceae,Costus,comosus,,Especie,Roscoe,,es
gbif.org/species/2756913,gbif.org/species/2756913,Costus erythrophyllus,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Costaceae,Costus,erythrophyllus,,Especie,Loes.,,es
gbif.org/species/2756834,gbif.org/species/2756834,Costus laevis,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Costaceae,Costus,laevis,,Especie,Ruiz & Pav.,Cultivada,es
gbif.org/species/2756847,gbif.org/species/2756847,Costus pulverulentus,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Costaceae,Costus,pulverulentus,,Especie,C. Presl,,es
